edition,issue,volume,date-pub,title,ocr,id
,19031,,"September 17, 1845",Our accounts from Madrid are of the 9th inst.,91.04,0FFO-1845-SEP17-005-003
,18086,,"September 12, 1842",Our accounts from Madrid are of the 1st inst.,81.14,0FFO-1842-SEP12-004-007
,18769,,"November 15, 1844",Lyceum Theatre.,88.88,0FFO-1844-NOV15-003-003
,18775,,"November 22, 1844",Our accounts from Madrid are of the 14th inst.,92.68,0FFO-1844-NOV22-004-005
,23265,,"March 28, 1859",Austria.,87.01,0FFO-1859-MAR28-009-004
,20645,,"November 13, 1850",Latest Intelligence.,91.96,0FFO-1850-NOV13-005-001
,19647,,"September 6, 1847",The King of Prussia has elevated M. de Bodel-,95.56,0FFO-1847-SEP06-006-006
,18410,,"September 25, 1843",Her Majesty's Belgian Excursion.,87.47,0FFO-1843-SEP25-004-009
,18706,,"September 4, 1844","London, Wednesday, September 4, 1844.",88.49,0FFO-1844-SEP04-004-004
,17436,,"August 14, 1840","Boulogne, August 13.",89.32,0FFO-1840-AUG14-005-002
,17580,,"January 29, 1841",Private Correspondence.,87.62,0FFO-1841-JAN29-005-001
,17716,,"July 7, 1841","The town elections being over, the Ministerialists,",93.47,0FFO-1841-JUL07-005-003
,19874,,"May 27, 1848",The Repeal Movement.,82.9,0FFO-1848-MAY27-008-004
,17976,,"May 6, 1842",Literary Association Of The Friends Of Poland.,80.04,0FFO-1842-MAY06-009-003
,18626,,"June 3, 1844",The Levant.,84.29,0FFO-1844-JUN03-006-007
,20828,,"June 14, 1851","Insolvent Debtors Court, June 13.",87.4,0FFO-1851-JUN14-008-003
,20428,,"March 5, 1850",Money-Market And City Intelligence.,83.87,0FFO-1850-MAR05-006-014
,18510,,"January 19, 1844",We have received by our ordinary express the,84.09,0FFO-1844-JAN19-004-006
,17803,,"October 16, 1841",Our Paris Correspondence.,80.06,0FFO-1841-OCT16-004-010
,20636,,"November 2, 1850",Somersetshire County Protectionist And Conservative Association.,80.39,0FFO-1850-NOV02-003-008
,20149,,"April 13, 1849",The State Of The Continent.,81.02,0FFO-1849-APR13-005-001
,19658,,"September 18, 1847","London, Saturday, September 18, 1847.",90.23,0FFO-1847-SEP18-004-002
,22761,,"August 17, 1857",Time was when it was reckoned a useful work,92.86,0FFO-1857-AUG17-008-007
,21678,,"March 2, 1854",It has frequently been observed that in this,88.1,0FFO-1854-MAR02-008-005
,19007,,"August 20, 1845",Commercial Politics Of Germany.,81.23,0FFO-1845-AUG20-006-004
,22535,,"November 26, 1856",The French In Africa.,82.32,0FFO-1856-NOV26-005-010
,21440,,"May 28, 1853",The Dublin Exhibition.,87.1,0FFO-1853-MAY28-007-001
,21459,,"June 20, 1853",Ireland.,80.7,0FFO-1853-JUN20-008-001
,18782,,"November 30, 1844",The Affairs Of Spain.,80.5,0FFO-1844-NOV30-005-008
,19896,,"June 22, 1848",France.,89.15,0FFO-1848-JUN22-008-001
,20098,,"February 13, 1849",The State Of The Continent.,83.18,0FFO-1849-FEB13-005-004
,23734,,"September 25, 1860",The Roman States,80.75,0FFO-1860-SEP25-008-008
,19809,,"March 13, 1848",Lombardy.,89.25,0FFO-1848-MAR13-006-006
,16898,,"June 24, 1848",France.,85.9,0FFO-1848-JUN24-008-001
,21713,,"April 12, 1854",Prussia.,83.55,0FFO-1854-APR12-008-004
,21886,,"September 2, 1854",American Trip To Nankin.,81.06,0FFO-1854-SEP02-012-001
,20047,,"December 15, 1848",France.,86.22,0FFO-1848-DEC15-005-003
,21235,,"October 1, 1852",Metalwork And Its Artistic Design.*,82.64,0FFO-1852-OCT01-007-001
,21032,,"February 7, 1852",We have no wish whatever to underrate or to,81.88,0FFO-1852-FEB07-005-001
,22818,,"October 22, 1857",England And The United States.,85.52,0FFO-1857-OCT22-005-014
,23297,,"May 4, 1859",Austria.,87.35,0FFO-1859-MAY04-012-002
,20428,,"March 5, 1850",France.,83.46,0FFO-1850-MAR05-006-001
,20349,,"December 3, 1849",Express From Paris.,91.94,0FFO-1849-DEC03-006-001
,20892,,"August 28, 1851",The State Of Europe.,88.16,0FFO-1851-AUG28-006-001
,22340,,"April 12, 1856",The condition of Journalism and the Legislature,87.1,0FFO-1856-APR12-009-004
,19835,,"April 12, 1848",Few questions are even at this time of greater,92.74,0FFO-1848-APR12-004-007
,19998,,"October 19, 1848","London, Thursday, October 19, 1848.",91.23,0FFO-1848-OCT19-004-002
,17417,,"July 23, 1840",It may not have been from an apprehension of,89.81,0FFO-1840-JUL23-005-001
,19277,,"July 1, 1846",Political Career Of Sir R. Peel.,80.07,0FFO-1846-JUL01-008-008
,19998,,"October 19, 1848",[The following appeared in a Second Edition of The Times,85.44,0FFO-1848-OCT19-005-002
,20555,,"July 31, 1850",France.,80.63,0FFO-1850-JUL31-006-003
,20414,,"February 16, 1850",It is unfortunate for such gentlemen as Mr.,87.51,0FFO-1850-FEB16-004-003
,21597,,"November 28, 1853","London, Monday, November 28, 1853.",93.02,0FFO-1853-NOV28-008-002
,19842,,"April 20, 1848",We have recorded the past history of our Irish,90.22,0FFO-1848-APR20-004-005
,19847,,"April 26, 1848","London, Wednesday, April 26, 1848.",91.88,0FFO-1848-APR26-004-002
,19661,,"September 22, 1847",The Congress of the Nations has for the last week,88.52,0FFO-1847-SEP22-004-007
,20160,,"April 26, 1849",In the present agitated and unsettled condition of,82.69,0FFO-1849-APR26-004-005
,20822,,"June 7, 1851",Prussia.,86.65,0FFO-1851-JUN07-006-002
,21912,,"November 30, 1854",Prussia.,83.89,0FFO-1854-NOV30-007-003
,20782,,"April 22, 1851",The French Republic.,83.17,0FFO-1851-APR22-006-001
,21834,,"August 31, 1854",America.,80.84,0FFO-1854-AUG31-006-011
,19861,,"May 12, 1848","The British people, we think it may be said, are",82.16,0FFO-1848-MAY12-004-005
,19703,,"November 10, 1847",Address of the Peasantry of Brandenburg to the King of Prussia.,82.9,0FFO-1847-NOV10-003-007
,19869,,"May 22, 1848","London, Monday, May 22, 1848.",91.06,0FFO-1848-MAY22-004-004
,20668,,"December 10, 1850",Prussia.,81.19,0FFO-1850-DEC10-006-002
,19854,,"May 4, 1848","London, Thursday, May 4, 1848.",88.5,0FFO-1848-MAY04-004-002
,22367,,"May 14, 1856",We announced some time since the fact that the,91.8,0FFO-1856-MAY14-008-003
,20967,,"November 24, 1851","Lord SHAFTESBURY, as our readers will have",92.47,0FFO-1851-NOV24-004-003
,23340,,"June 23, 1859",The Papal States.,94.05,0FFO-1859-JUN23-010-003
,20042,,"December 9, 1848",Earl STANHOPE is a kind of agricultural ATHA-,91.46,0FFO-1848-DEC09-004-003
,19547,,"May 12, 1847",The Paris papers of Monday are exclusively occu-,82.18,0FFO-1847-MAY12-004-008
,19829,,"April 5, 1848",Money-Market And City Intelligence.,82.75,0FFO-1848-APR05-007-001
,19797,,"February 28, 1848","London, Monday, February 28, 1848.",81.75,0FFO-1848-FEB28-004-003
,19077,,"November 10, 1845",The Present Position Of Parties In France.,81.52,0FFO-1845-NOV10-008-008
,21948,,"January 11, 1855",The French And English Armies.,87.25,0FFO-1855-JAN11-010-004
,19143,,"January 26, 1846",The Anti-Corn Law League has found an opponent,87.85,0FFO-1846-JAN26-004-009
,18411,,"September 26, 1843",The Affairs Of Portugal.,90.04,0FFO-1843-SEP26-005-011
,22803,,"October 5, 1857","It is no matter of surprise that, under the pecu-",94.02,0FFO-1857-OCT05-006-004
,18208,,"February 1, 1843","London, Wednesday, February 1, 1843.",80.81,0FFO-1843-FEB01-004-004
,23786,,"November 24, 1860","London, Saturday, November 24,1860.",89.49,0FFO-1860-NOV24-008-002
,22550,,"December 13, 1856",Express From Paris.,89.61,0FFO-1856-DEC13-009-001
,21294,,"December 9, 1852",Great Exhibition Surplus.,88.53,0FFO-1852-DEC09-008-003
,20310,,"October 18, 1849",America.,81.81,0FFO-1849-OCT18-003-005
,19903,,"June 30, 1848",Money-Market And City Intelligence.,91.72,0FFO-1848-JUN30-007-005
,19371,,"October 19, 1846",Our accounts from Madrid are of the 11th inst.,90.18,0FFO-1846-OCT19-005-001
,21529,,"September 9, 1853",The Fable Of LA Salette.,85.45,0FFO-1853-SEP09-008-003
,21686,,"March 11, 1854",France.,86.43,0FFO-1854-MAR11-010-002
,23800,,"December 11, 1860",The State Of Hungary,86.61,0FFO-1860-DEC11-009-008
,18443,,"November 2, 1843",The accounts we receive of the state of affairs in,92.65,0FFO-1843-NOV02-004-003
,23637,,"June 4, 1860","The Royal Observatory, Greenwich.",86.6,0FFO-1860-JUN04-009-013
,17981,,"May 16, 1842",The Affairs Of The Levant.,80.11,0FFO-1842-MAY16-005-004
,18610,,"May 15, 1844","The Paris papers of Monday, received by our or-",97.87,0FFO-1844-MAY15-006-004
,19656,,"September 16, 1847",Curious Case Of Robbery In Paris.-An,80.56,0FFO-1847-SEP16-006-017
,20050,,"December 19, 1848","London, Tuesday, December 19, 1848.",91.2,0FFO-1848-DEC19-004-002
,21818,,"August 12, 1854",Italy.,82.84,0FFO-1854-AUG12-010-004
,19433,,"December 30, 1846",America.,87.49,0FFO-1846-DEC30-005-005
,19246,,"May 26, 1846",Express From Paris.,84.46,0FFO-1846-MAY26-008-001
,18299,,"May 18, 1843",We have received by express the Paris papers of,89.36,0FFO-1843-MAY18-005-003
,21101,,"April 28, 1852",The Australian Gold Field.,84.29,0FFO-1852-APR28-005-008
,23801,,"December 12, 1860",The State Of Hungary.,80.81,0FFO-1860-DEC12-008-002
,22704,,"June 11, 1857",The Chancellor of the Exchequer acknowledges,88.64,0FFO-1857-JUN11-008-006
,21753,,"May 29, 1854",Austria.,82.91,0FFO-1854-MAY29-010-001
,18412,,"September 27, 1843",Our accounts from Madrid of the 18th inst. state,85.42,0FFO-1843-SEP27-004-006
,23259,,"March 21, 1859",The Pacific.,86.11,0FFO-1859-MAR21-009-007
,20393,,"January 23, 1850",Turkey.,81.5,0FFO-1850-JAN23-006-003
,17660,,"May 3, 1841",The Paris papers of Friday contain no news of,100,0FFO-1841-MAY03-004-004
,23643,,"June 11, 1860",The Insurrection In Sicily.,86.81,0FFO-1860-JUN11-009-003
,21834,,"August 31, 1854",Piedmont.,87.38,0FFO-1854-AUG31-008-001
,19190,,"March 21, 1846",The Foreign Policy Of France.,84.52,0FFO-1846-MAR21-006-016
,18409,,"September 23, 1843","Our accounts from Madrid, received by extraordi-",84,0FFO-1843-SEP23-004-005
,18694,,"August 21, 1844",Ireland.,82.34,0FFO-1844-AUG21-003-008
,21867,,"October 9, 1854",Spain.,80.25,0FFO-1854-OCT09-008-006
,22897,,"January 22, 1858",Canada And Australia.,85.25,0FFO-1858-JAN22-009-003
,17893,,"January 29, 1842",Our private correspondence from Madrid of the,95.56,0FFO-1842-JAN29-005-002
,17534,,"December 7, 1840",We have received by express further communica-,85.68,0FFO-1840-DEC07-004-007
,20020,,"November 14, 1848",Austria.,80.34,0FFO-1848-NOV14-008-004
,19282,,"July 7, 1846",The Affairs Of Spain.,85.27,0FFO-1846-JUL07-008-008
,21451,,"June 10, 1853",The Coeur De Lion.,80.39,0FFO-1853-JUN10-005-009
,22604,,"February 14, 1857",America.,88.86,0FFO-1857-FEB14-010-001
,23195,,"January 5, 1859",Mr. Gladstone At Athens.,81.2,0FFO-1859-JAN05-009-002
,21385,,"March 25, 1853",Ireland.,85.61,0FFO-1853-MAR25-005-009
,23549,,"February 22, 1860",Lombardy,85.59,0FFO-1860-FEB22-010-003
,18129,,"November 1, 1842","The Paris papers of Saturday, which should have",97.87,0FFO-1842-NOV01-004-005
,19364,,"October 10, 1846",Money-Market And City Intelligence.,88.76,0FFO-1846-OCT10-003-004
,20025,,"November 20, 1848",The National Assembly Of France.,80.24,0FFO-1848-NOV20-005-003
,17643,,"April 13, 1841",The Paris journals of Sunday have been received,84.25,0FFO-1841-APR13-004-007
,17474,,"September 28, 1840",We have received by express Madrid papers and,95.56,0FFO-1840-SEP28-005-005
,19800,,"March 2, 1848",The State Of Paris.,89.54,0FFO-1848-MAR02-003-002
,17503,,"October 31, 1840",The Boy High-Steward Of An English University.,88.66,0FFO-1840-OCT31-005-007
,17636,,"April 5, 1841",The rejection of the amendments proposed by the,100,0FFO-1841-APR05-004-004
,18221,,"February 16, 1843",In spite of the strenuous attempts of the Opposi-,89.46,0FFO-1843-FEB16-006-001
,21690,,"March 16, 1854",Italy.,87.53,0FFO-1854-MAR16-008-005
,20971,,"November 28, 1851",Prussia.,89.35,0FFO-1851-NOV28-005-002
,18479,,"December 14, 1843",Spanish Affairs.,91.13,0FFO-1843-DEC14-005-002
,19969,,"September 15, 1848",The Armistice In Schleswig.,82.21,0FFO-1848-SEP15-004-006
,19642,,"August 31, 1847",We have received by this express the Madrid jour-,95.92,0FFO-1847-AUG31-004-006
,20314,,"October 23, 1849",Louis Philippe And His Family.*,84.56,0FFO-1849-OCT23-008-001
,23460,,"November 10, 1859",West African Cotton.,83.13,0FFO-1859-NOV10-005-015
,21289,,"December 3, 1852",The Society Of Arts.,80.38,0FFO-1852-DEC03-003-007
,20819,,"June 4, 1851",The Great Exhibition.,89.83,0FFO-1851-JUN04-005-001
,23009,,"June 2, 1858",Foreign Intelligence.,83.37,0FFO-1858-JUN02-006-001
,19514,,"April 3, 1847",The Archbishop And The Quaker.,88.23,0FFO-1847-APR03-003-006
,20472,,"April 25, 1850","London, Thursday, April 25, 1850.",85.76,0FFO-1850-APR25-004-002
,20727,,"February 17, 1851",The State Of Europe.,82.13,0FFO-1851-FEB17-006-001
,22600,,"February 10, 1857",Foreign Intelligence.,85.1,0FFO-1857-FEB10-008-001
,21818,,"August 12, 1854",Spain.,86.2,0FFO-1854-AUG12-010-002
,19827,,"April 3, 1848",The French Republic.,85.8,0FFO-1848-APR03-005-001
,21804,,"July 27, 1854",The Insurrection In Spain.,89.93,0FFO-1854-JUL27-010-003
,20420,,"February 23, 1850",The State Of Europe.,81.48,0FFO-1850-FEB23-006-001
,19827,,"April 3, 1848",The State Of Germany.,86.46,0FFO-1848-APR03-002-002
,20117,,"March 7, 1849",The State Of The Continent.,89.16,0FFO-1849-MAR07-006-001
,20378,,"January 5, 1850",The Austrians In Italy.,84.67,0FFO-1850-JAN05-006-002
,20453,,"April 3, 1850",France.,80.1,0FFO-1850-APR03-006-001
,19548,,"May 13, 1847",The squabble in the Chamber of Deputies on,80.55,0FFO-1847-MAY13-004-007
,20918,,"September 27, 1851",The Great Exhibition.,84.32,0FFO-1851-SEP27-005-006
,21840,,"September 7, 1854",Spain.,90.88,0FFO-1854-SEP07-008-003
,22364,,"May 10, 1856",Belgium.,91.73,0FFO-1856-MAY10-009-004
,20784,,"April 24, 1851",The French Republic.,85.99,0FFO-1851-APR24-006-001
,19369,,"October 16, 1846",Express From Paris.,84.21,0FFO-1846-OCT16-006-012
,21844,,"September 12, 1854",America.,82.72,0FFO-1854-SEP12-007-006
,19899,,"June 26, 1848","London, Monday, June 26, 1848.",85.72,0FFO-1848-JUN26-004-002
,20661,,"December 2, 1850","London, Monday, December 2, 1850.",93.89,0FFO-1850-DEC02-004-002
,21740,,"May 13, 1854",Denmark.,87.16,0FFO-1854-MAY13-010-002
,20378,,"January 5, 1850",Austria.,83.5,0FFO-1850-JAN05-006-003
,23362,,"July 19, 1859",England's Neutrality.,80.79,0FFO-1859-JUL19-005-005
,18200,,"January 23, 1843",We perceive that on further inquiry into the,80.18,0FFO-1843-JAN23-004-003
,23557,,"March 2, 1860",Foreign Intelligence.,82.27,0FFO-1860-MAR02-012-004
,19841,,"April 19, 1848",The State Of Paris.,82.24,0FFO-1848-APR19-006-004
,20001,,"October 23, 1848",Austria.,84.36,0FFO-1848-OCT23-005-001
,19869,,"May 22, 1848",The State Of Paris.,80.41,0FFO-1848-MAY22-006-004
,18576,,"April 5, 1844",Extraordinary Express.,84.67,0FFO-1844-APR05-004-013
,23259,,"March 21, 1859",Sardinia.,85.54,0FFO-1859-MAR21-009-006
,17556,,"January 1, 1841",France And Russia.,83.07,0FFO-1841-JAN01-005-015
,18817,,"January 10, 1845",The somewhat novel tone adopted by the Edin-,81.19,0FFO-1845-JAN10-004-003
,20005,,"October 27, 1848",The National Assembly Of France.,83.17,0FFO-1848-OCT27-005-008
,21337,,"January 28, 1853","London, Friday, January 28, 1853.",90.08,0FFO-1853-JAN28-004-002
,19953,,"August 28, 1848",There is no good in attempting to blink the fact,85.53,0FFO-1848-AUG28-004-008
,20691,,"January 6, 1851","London, Monday, January 6, 1851.",94.83,0FFO-1851-JAN06-004-002
,19872,,"May 25, 1848","We published yesterday, in a part of our im-",85.48,0FFO-1848-MAY25-005-001
,17533,,"December 5, 1840","London, Saturday, December 5, 1840.",82.77,0FFO-1840-DEC05-004-002
,19858,,"May 9, 1848",The National Assembly.,81.36,0FFO-1848-MAY09-005-007
,23257,,"March 18, 1859",There is a remarkable omission in all the talk,92.47,0FFO-1859-MAR18-008-006
,20997,,"December 29, 1851","The last day of the year is to be signalized, we",85.67,0FFO-1851-DEC29-004-003
,20785,,"April 25, 1851",With an amount of pruning which has doubtless,94.62,0FFO-1851-APR25-004-003
,20786,,"April 26, 1851",The Rotation Of The Earth.,86.9,0FFO-1851-APR26-008-006
,19904,,"July 1, 1848","A deep mystery, or at least a general silence, has",86.58,0FFO-1848-JUL01-005-001
,22489,,"October 3, 1856",Radnorshire Agricultural Society.,83.7,0FFO-1856-OCT03-009-012
,19831,,"April 7, 1848",The State Of Paris.,80.47,0FFO-1848-APR07-008-002
,23325,,"June 6, 1859",France.,82.78,0FFO-1859-JUN06-008-001
,20944,,"October 28, 1851","London, Tuesday, October 28, 1851.",89.54,0FFO-1851-OCT28-005-002
,19996,,"October 17, 1848",The Affairs of Naples and Sicily.,87.77,0FFO-1848-OCT17-008-005
,20812,,"May 27, 1851",Irish National School Books.,81.46,0FFO-1851-MAY27-008-011
,17673,,"May 18, 1841",Express From Falmouth.,86.23,0FFO-1841-MAY18-005-010
,22496,,"October 11, 1856",Ireland.,85.06,0FFO-1856-OCT11-008-010
,19828,,"April 4, 1848",Marylebone Theatre.,81.39,0FFO-1848-APR04-003-005
,20726,,"February 15, 1851",Prussia.,86.47,0FFO-1851-FEB15-006-012
,19918,,"July 18, 1848",State Of Prussia.,80.49,0FFO-1848-JUL18-005-012
,19495,,"March 12, 1847",Money-Market And City Intelligence.,83.63,0FFO-1847-MAR12-006-001
,21770,,"June 17, 1854",Austria.,87.83,0FFO-1854-JUN17-010-002
,17701,,"June 19, 1841",We have received by our ordinary express the,81.22,0FFO-1841-JUN19-004-006
,20931,,"October 13, 1851",Prussia.,92.22,0FFO-1851-OCT13-006-002
,18284,,"May 1, 1843",Mr. DISRAELI has not been fortunate in his two,91.59,0FFO-1843-MAY01-005-007
,20007,,"October 30, 1848",Italy.,82.36,0FFO-1848-OCT30-005-005
,19487,,"March 3, 1847",The Russo-Dutch Loan.,85.31,0FFO-1847-MAR03-006-001
,17806,,"October 20, 1841","London, Wednesday, October 20, 1841.",82.9,0FFO-1841-OCT20-004-002
,19021,,"September 5, 1845",Haymarket Theatre.,83.23,0FFO-1845-SEP05-004-008
,22662,,"April 23, 1857",Equalization Of The Poor-Rate.,85.76,0FFO-1857-APR23-008-002
,23439,,"October 17, 1859",M. About And The French Bishops.,81.31,0FFO-1859-OCT17-010-002
,19891,,"June 16, 1848",The National Assembly Of France.,84.23,0FFO-1848-JUN16-008-002
,20490,,"May 16, 1850",Spain.,89.15,0FFO-1850-MAY16-006-003
,17729,,"July 22, 1841","When, in the month of April last, we first pointed",91.5,0FFO-1841-JUL22-004-004
,17663,,"May 6, 1841",Venezuela.,92.56,0FFO-1841-MAY06-006-003
,23333,,"June 15, 1859",The War In Italy.,89.26,0FFO-1859-JUN15-009-008
,19029,,"September 15, 1845",Our accounts from Madrid are of the 6th inst.,88.6,0FFO-1845-SEP15-005-003
,23744,,"October 6, 1860",The State Of Rome.,90.53,0FFO-1860-OCT06-011-001
,19180,,"March 10, 1846",The Paris papers of Sunday do not corroborate,89.13,0FFO-1846-MAR10-005-002
,18821,,"January 15, 1845","""""We learn from Berne,"""" says Galignani's Mes-",87.33,0FFO-1845-JAN15-004-010
,17989,,"May 21, 1842",Our accounts from Madrid are of the 12th inst.,87.28,0FFO-1842-MAY21-006-006
,17795,,"October 7, 1841",We have received by our ordinary express the,87.29,0FFO-1841-OCT07-004-005
,20171,,"May 9, 1849",Latest From Paris.,84.47,0FFO-1849-MAY09-005-005
,18676,,"July 31, 1844",The Paris papers published on Monday have ar-,94.44,0FFO-1844-JUL31-004-006
,20803,,"May 16, 1851",Austria.,92.67,0FFO-1851-MAY16-006-002
,20087,,"January 31, 1849","London, Wednesday, January 31, 1849.",91.88,0FFO-1849-JAN31-004-003
,23741,,"October 3, 1860",Italy.,85.53,0FFO-1860-OCT03-009-001
,19176,,"March 5, 1846",The Carnival At Malta.,82.28,0FFO-1846-MAR05-006-018
,18608,,"May 13, 1844",America.,90.88,0FFO-1844-MAY13-004-007
,19915,,"July 14, 1848",Express From Paris.,89.31,0FFO-1848-JUL14-006-001
,18129,,"November 1, 1842",The Mines Of Almaden.,82.62,0FFO-1842-NOV01-005-009
,17989,,"May 21, 1842",Right Of Search.,86.4,0FFO-1842-MAY21-009-003
,18266,,"April 10, 1843","London, Monday, April 10, 1843.",89.72,0FFO-1843-APR10-004-002
,20369,,"December 26, 1849",The Mediterranean.,81.47,0FFO-1849-DEC26-006-005
,22514,,"November 1, 1856",The Slave States Of The American Union.*,82.89,0FFO-1856-NOV01-004-002
,20561,,"August 7, 1850",Austria.,85.99,0FFO-1850-AUG07-006-002
,18483,,"December 19, 1843",We saw great reason to rejoice at the manner in,91.49,0FFO-1843-DEC19-004-004
,22774,,"September 1, 1857",Of the various Peerages which are about to be,84.3,0FFO-1857-SEP01-006-004
,21564,,"October 20, 1853",Austria.,86.46,0FFO-1853-OCT20-007-004
,18430,,"October 18, 1843","London, Wednesday, October 18, 1843.",89.26,0FFO-1843-OCT18-004-004
,17586,,"February 5, 1841",It is with feelings of peculiar gratification that we,92.65,0FFO-1841-FEB05-005-001
,17772,,"September 10, 1841",The Madrid journals and private letters of the 1st,89.56,0FFO-1841-SEP10-004-009
,19136,,"January 17, 1846",The Affairs Of Spain.,88.99,0FFO-1846-JAN17-005-005
,19997,,"October 18, 1848","Liverpool, Tuesday.",88.99,0FFO-1848-OCT18-004-008
,20092,,"February 6, 1849",Ireland.,81.72,0FFO-1849-FEB06-005-007
,20906,,"September 13, 1851",The Great Exhibition.,82.57,0FFO-1851-SEP13-005-001
,19854,,"May 4, 1848",The State Of The Continent.,82.28,0FFO-1848-MAY04-005-001
,21302,,"December 18, 1852",The French Empire.,80.7,0FFO-1852-DEC18-006-001
,21423,,"May 9, 1853",Court Of Common Council.,82.46,0FFO-1853-MAY09-008-005
,20689,,"January 3, 1851",Domestic Servants.,86.84,0FFO-1851-JAN03-003-011
,20501,,"May 29, 1850",The Derby day is one of the institutions of the,90.71,0FFO-1850-MAY29-004-003
,19423,,"December 18, 1846",It has been said that the island of Mauritius is,87.09,0FFO-1846-DEC18-004-005
,23480,,"December 3, 1859",The vagrant population of this country are a,92.42,0FFO-1859-DEC03-006-004
,20312,,"October 20, 1849",Express From Paris.,82.47,0FFO-1849-OCT20-006-001
,20742,,"March 6, 1851",Robert Southey.*,84.09,0FFO-1851-MAR06-008-001
,19230,,"May 7, 1846",The Philanthropic Society.,81.44,0FFO-1846-MAY07-004-008
,20687,,"January 1, 1851",The Poor Law In Ireland.,90.58,0FFO-1851-JAN01-003-002
,20406,,"February 7, 1850",The State Of Europe.,80.5,0FFO-1850-FEB07-006-001
,20340,,"November 22, 1849",Express From Paris.,81.12,0FFO-1849-NOV22-006-001
,20705,,"January 22, 1851",The French Republic.,82.18,0FFO-1851-JAN22-006-001
,23374,,"August 2, 1859",The Late Lord Minto.,82.41,0FFO-1859-AUG02-003-001
,21547,,"September 30, 1853",American Affairs.,80.7,0FFO-1853-SEP30-007-001
,20479,,"May 3, 1850",Prussia,80.24,0FFO-1850-MAY03-006-003
,22524,,"November 13, 1856",M. Kossuth At Manchester.,80.35,0FFO-1856-NOV13-010-005
,19958,,"September 2, 1848",The State Of The Continent.,80,0FFO-1848-SEP02-006-001
,21352,,"February 15, 1853",Austria.,82.37,0FFO-1853-FEB15-005-002
,20980,,"December 9, 1851","London, Tuesday, December 9, 1851.",91.13,0FFO-1851-DEC09-004-002
,18610,,"May 15, 1844",Coningsby; Or The New Generation.,86.85,0FFO-1844-MAY15-007-011
,20015,,"November 8, 1848",It was reported in Paris that the Legitimists have,81.44,0FFO-1848-NOV08-005-003
,20575,,"August 23, 1850",The Papal States.,83.28,0FFO-1850-AUG23-006-002
,23345,,"June 29, 1859",France.,87.92,0FFO-1859-JUN29-010-001
,19824,,"March 30, 1848",Prussia And The German Movement.,83.4,0FFO-1848-MAR30-005-002
,22687,,"May 22, 1857",The Slave Trade With Brazil.,82.83,0FFO-1857-MAY22-012-008
,23762,,"October 27, 1860",Naples.,84.33,0FFO-1860-OCT27-010-004
,23446,,"October 25, 1859",Naples.,81.82,0FFO-1859-OCT25-010-005
,20071,,"January 12, 1849","London, Friday, January 12, 1849.",82.77,0FFO-1849-JAN12-004-002
,20782,,"April 22, 1851",Naval Intelligence.,80.27,0FFO-1851-APR22-005-003
,18388,,"August 30, 1843","Daniel O'connell And James Gordon Bennett, Of New York.",89.52,0FFO-1843-AUG30-003-004
,19997,,"October 18, 1848",The National Assembly Of France.,80.57,0FFO-1848-OCT18-006-002
,21721,,"April 21, 1854",Austria.,89.62,0FFO-1854-APR21-008-004
,21263,,"November 3, 1852",Prussia.,85.25,0FFO-1852-NOV03-006-002
,22593,,"February 2, 1857",The Pacific.,84.31,0FFO-1857-FEB02-007-004
,23286,,"April 21, 1859","Court Of Chancery. Lincoln's-Inn, April 20",83.13,0FFO-1859-APR21-011-001
,19311,,"August 10, 1846",The South Pacific.,82.12,0FFO-1846-AUG10-008-010
,19041,,"September 29, 1845",Affairs Of Spain.,84.69,0FFO-1845-SEP29-006-008
,23550,,"February 23, 1860",Canada And The United States.,81.81,0FFO-1860-FEB23-009-001
,18272,,"April 17, 1843","EXTENSIVE FIRE.-On Wednesday night last, about",91.11,0FFO-1843-APR17-003-008
,20481,,"May 6, 1850",The Pacific.,86.96,0FFO-1850-MAY06-004-008
,17654,,"April 26, 1841",German Correspondence.,90.69,0FFO-1841-APR26-005-005
,18094,,"September 21, 1842",The Paris papers of Monday have reached us by,90.11,0FFO-1842-SEP21-004-005
,17697,,"June 15, 1841","London, Tuesday, June 15, 1841.",89.38,0FFO-1841-JUN15-004-002
,17659,,"May 1, 1841","LA Plata.-Threatened Invasion By Rosas Of The Republic Of Uruguay, &c.",80.54,0FFO-1841-MAY01-008-002
,19430,,"December 26, 1846",No remarks of ours would be necessary to secure,86.45,0FFO-1846-DEC26-004-004
,20998,,"December 30, 1851",Austria.,88.44,0FFO-1851-DEC30-006-004
,18706,,"September 4, 1844",The Affairs Of Spain.,87.2,0FFO-1844-SEP04-005-007
,20306,,"October 13, 1849",If we waste a whole column this morning by,83,0FFO-1849-OCT13-004-004
,19052,,"October 11, 1845",Affairs Of Spain.,82.5,0FFO-1845-OCT11-006-012
,17756,,"August 23, 1841","London, Monday, August 23, 1841.",93.26,0FFO-1841-AUG23-004-006
,22511,,"October 29, 1856","The American """"Reign Of Terror.""""",89.96,0FFO-1856-OCT29-012-007
,19294,,"July 21, 1846",The Paris papers of Sunday are fully occupied,95.56,0FFO-1846-JUL21-005-006
,19924,,"July 25, 1848",Express From Paris.,86.61,0FFO-1848-JUL25-008-002
,20611,,"October 4, 1850",France.,86.06,0FFO-1850-OCT04-006-005
,18327,,"June 20, 1843","In spite of the terrors of extraordinary expresses,",86.68,0FFO-1843-JUN20-004-003
